======== Warning: The profile is invalid or incomplete
======== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput           Device   Context    Stream  Name
19.5937s  215.08us              (2 1 1)      (1024 1 1)         8        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorSelectOp<Eigen::TensorMap<Eigen::Tensor<bool const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [1833270]
19.5940s  255.75us              (2 1 1)      (1024 1 1)        10        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorSlicingOp<Eigen::array<__int64, unsigned int=2> const , Eigen::array<__int64, unsigned int=2> const , Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, int>, int=16>>, Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const > const , Eigen::GpuDevice>, int>(__int64, unsigned int=2) [1833277]
19.5942s  128.67us              (2 1 1)      (1024 1 1)        10        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorSlicingOp<Eigen::array<__int64, unsigned int=2> const , Eigen::array<__int64, unsigned int=2> const , Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, int>, int=16>>, Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const > const , Eigen::GpuDevice>, int>(__int64, unsigned int=2) [1833281]
19.5943s     916ns                    -               -         -         -         -  692.22KB  755.70GB/s        GK20A (0)         1        13  [CUDA memset]
19.5944s  262.38ms             (16 3 1)       (16 16 1)        62  8.1920KB        0B         -           -        GK20A (0)         1        13  void Eigen::EigenFloatContractionKernel16x16<int, Eigen::internal::TensorContractionInputMapper<float, int, int=1, Eigen::TensorEvaluator<Eigen::TensorReshapingOp<Eigen::DSizes<int, int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=4, int=1, int>, int=16> const > const , Eigen::GpuDevice>, Eigen::array<int, unsigned int=1>, Eigen::array<int, unsigned int=1>, int=4, bool=1, bool=0, int=0>, Eigen::internal::TensorContractionInputMapper<float, int, int=0, Eigen::TensorEvaluator<Eigen::TensorReshapingOp<Eigen::DSizes<int, int=2> const , Eigen::TensorImagePatchOp<int=-1, int=-1, Eigen::TensorMap<Eigen::Tensor<float const , int=4, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, Eigen::array<int, unsigned int=1>, Eigen::array<int, unsigned int=1>, int=4, bool=1, bool=0, int=0>, Eigen::internal::blas_data_mapper<float, int, int=0, int=0>>(float, int, int=1, int, int=1, int=1) [1833294]
19.8568s  257.83us              (2 1 1)      (1024 1 1)        32        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorBroadcastingOp<Eigen::array<int, unsigned int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const > const , Eigen::TensorBroadcastingOp<Eigen::array<int, unsigned int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const > const > const > const , Eigen::GpuDevice>, int>(float, int=2) [1833301]
19.8571s  174.75us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const , Eigen::TensorBroadcastingOp<Eigen::array<int, unsigned int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const > const > const > const , Eigen::GpuDevice>, int>(float, int=2) [1833308]
19.8572s  175.42us              (2 1 1)      (1024 1 1)        15        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_left<float, float, Eigen::internal::scalar_product_op<float, float>, bool=1>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [1833315]
19.8574s  91.750us              (2 1 1)      (1024 1 1)         8        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<bool, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_right<bool, float, Eigen::internal::greater<float>, bool=0>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(bool, int=1) [1833322]
19.8575s  206.33us              (2 1 1)      (1024 1 1)         8        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorSelectOp<Eigen::TensorMap<Eigen::Tensor<bool const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [1833329]
19.8577s     833ns                    -               -         -         -         -  287.30KB  344.90GB/s        GK20A (0)         1        13  [CUDA memset]
19.8578s  4.8724ms              (7 3 1)       (16 16 1)        69  8.1920KB        0B         -           -        GK20A (0)         1        13  void Eigen::EigenFloatContractionKernel16x16<int, Eigen::internal::TensorContractionInputMapper<float, int, int=1, Eigen::TensorEvaluator<Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const , Eigen::GpuDevice>, Eigen::array<int, unsigned int=1>, Eigen::array<int, unsigned int=1>, int=4, bool=1, bool=0, int=0>, Eigen::internal::TensorContractionInputMapper<float, int, int=0, Eigen::TensorEvaluator<Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const , Eigen::GpuDevice>, Eigen::array<int, unsigned int=1>, Eigen::array<int, unsigned int=1>, int=4, bool=1, bool=0, int=0>, Eigen::internal::blas_data_mapper<float, int, int=0, int=0>>(float, int, int=1, int, int=1, int=1) [1833342]
19.8626s  76.000us              (1 1 1)      (1024 1 1)        10        0B        0B         -           -        GK20A (0)         1        13  void tensorflow::BiasNHWCKernel<float>(int, float const *, float const , tensorflow::BiasNHWCKernel<float>*, int) [1833352]
19.8627s  102.75us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=5, int=1, int>, int=16>, Eigen::TensorSlicingOp<Eigen::DSizes<int, int=5> const , Eigen::DSizes<int, int=5> const , Eigen::TensorMap<Eigen::Tensor<float const , int=5, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=5) [1833362]
19.8628s  2.4170us              (1 1 1)      (1024 1 1)         8        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::ReductionInitKernel<float, int>(float, int, Eigen::internal::ReductionInitKernel<float, int>*) [1833373]
19.8628s  1.2736ms              (3 1 1)       (256 1 1)        21        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::InnerReductionKernel<int=128, Eigen::TensorEvaluator<Eigen::TensorReductionOp<Eigen::internal::MaxReducer<float>, Eigen::DSizes<int, int=1> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const > const , Eigen::GpuDevice>, Eigen::internal::MaxReducer<float>, int>(Eigen::internal::MaxReducer<float>, float, int, float, Eigen::internal::MaxReducer<float>::CoeffReturnType*) [1833380]
19.8641s  85.666us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_exp_op<float>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_difference_op<float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const , Eigen::TensorBroadcastingOp<Eigen::DSizes<int, int=2> const , Eigen::TensorReshapingOp<Eigen::DSizes<int, int=2> const , Eigen::TensorForcedEvalOp<Eigen::TensorReductionOp<Eigen::internal::MaxReducer<float>, Eigen::DSizes<int, int=1> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const > const > const > const > const > const > const > const , Eigen::GpuDevice>, int>(float, int=2) [1833384]
19.9134s  2.6670us              (1 1 1)      (1024 1 1)         8        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::ReductionInitKernel<float, int>(float, int, Eigen::internal::ReductionInitKernel<float, int>*) [1833390]
19.9134s  732.67us              (3 1 1)       (256 1 1)        27        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::InnerReductionKernel<int=128, Eigen::TensorEvaluator<Eigen::TensorReductionOp<Eigen::internal::SumReducer<float>, Eigen::DSizes<int, int=1> const , Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, int>, int=16> const > const , Eigen::GpuDevice>, Eigen::internal::SumReducer<float>, int>(Eigen::internal::SumReducer<float>, float, int, float, Eigen::internal::SumReducer<float>::CoeffReturnType*) [1833397]
19.9142s  76.666us              (2 1 1)      (1024 1 1)        21        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_quotient_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, int>, int=16> const , Eigen::TensorBroadcastingOp<Eigen::DSizes<int, int=2> const , Eigen::TensorReshapingOp<Eigen::DSizes<int, int=2> const , Eigen::TensorForcedEvalOp<Eigen::TensorReductionOp<Eigen::internal::SumReducer<float>, Eigen::DSizes<int, int=1> const , Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, int>, int=16> const > const > const > const > const > const > const , Eigen::GpuDevice>, int>(float, int=2) [1833401]
20.0155s  13.750us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=5, int=1, int>, int=16>, Eigen::TensorSlicingOp<Eigen::DSizes<int, int=5> const , Eigen::DSizes<int, int=5> const , Eigen::TensorMap<Eigen::Tensor<float const , int=5, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=5) [1833476]
20.0155s  9.2500us              (1 1 1)      (1024 1 1)        18        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=5, int=1, int>, int=16>, Eigen::TensorSlicingOp<Eigen::DSizes<int, int=5> const , Eigen::DSizes<int, int=5> const , Eigen::TensorMap<Eigen::Tensor<float const , int=5, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=5) [1833563]
20.0155s  9.0000us              (1 1 1)      (1024 1 1)        22        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_sigmoid_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [1833588]
20.0155s  44.333us                    -               -         -         -         -  270.40KB  6.0993GB/s        GK20A (0)         1        15  [CUDA memcpy DtoH]
20.0156s  109.92us                    -               -         -         -         -  692.22KB  6.2978GB/s        GK20A (0)         1        15  [CUDA memcpy DtoH]
20.0157s  4.0000us                    -               -         -         -         -  13.520KB  3.3800GB/s        GK20A (0)         1        15  [CUDA memcpy DtoH]
20.0157s  1.8340us                    -               -         -         -         -  3.3800KB  1.8430GB/s        GK20A (0)         1        15  [CUDA memcpy DtoH]
20.0458s  3.2500us              (1 1 1)      (1024 1 1)        15        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_right<float, float, Eigen::internal::scalar_sum_op<float>, bool=1>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [2059664]
20.0460s  3.0830us              (1 1 1)      (1024 1 1)        13        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_rsqrt_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [2059671]
20.0461s  3.3330us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [2059678]
20.0462s  2.7500us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [2059685]
20.0463s  3.4170us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_difference_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [2059692]
20.0467s  2.6660us              (1 1 1)      (1024 1 1)        15        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_right<float, float, Eigen::internal::scalar_sum_op<float>, bool=1>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [2059729]
